resp,size,size.sel,expl,selected,count.sel,cv_prop,elpd,elpd.lq,elpd.uq,elpd.se,diff,diff.lq,diff.uq,diff.se
D04,16,7,C19,FALSE,0,0.897435897435897,-658.113378612923,-673.867167491372,-642.359589734474,9.57762357714873,-8.29497436955283,-12.9934198973264,-3.59652884177931,2.85645205797521
D04,17,7,E01,FALSE,0,0.964497041420118,-654.271726099769,-670.007899263981,-638.535552935558,9.56691398332921,-4.45332185639886,-9.34689930183429,0.440255589036571,2.97508384044181
D04,18,7,A34,FALSE,0,0.763313609467456,-656.479586855655,-672.214061223,-640.745112488309,9.56588118816843,-6.66118261228431,-11.6258062202218,-1.69655900434681,3.01827684031606
D04,19,7,B37,FALSE,0,0.856015779092702,-657.158374943214,-672.884508831126,-641.432241055303,9.56081053671498,-7.3399706998438,-12.5380370112996,-2.14190438838802,3.16019992677995
D04,20,7,B40,FALSE,1,0.729783037475345,-659.301438751152,-675.053207683716,-643.549669818588,9.57639553724782,-9.48303450778153,-14.7608095659905,-4.20525944957259,3.20865940393166
D04,21,7,C01,FALSE,0,0.613412228796844,-661.710301460875,-677.501843576616,-645.918759345135,9.6005759156871,-11.891897217505,-17.1510467664424,-6.63274766856769,3.19733589832216
D04,22,7,A33,FALSE,0,0.570019723865878,-664.223493310582,-679.978875104469,-648.468111516695,9.57859200097186,-14.4050890672116,-19.6992741691886,-9.11090396523471,3.21863600215239
D04,23,7,B21,FALSE,0,0.536489151873767,-666.002996127362,-681.736702194622,-650.269290060102,9.56541409488229,-16.1845918839918,-21.4912743399066,-10.877909428077,3.22623385385973
D04,24,7,C12,FALSE,0,0.518737672583827,-666.59008789343,-682.316587091387,-650.863588695473,9.56103262945288,-16.7716836500599,-22.2703525359733,-11.2730147641464,3.34295331561176
D04,25,7,E04,FALSE,0,0.812623274161736,-664.490095035069,-680.206762535022,-648.773427535115,9.55505538148258,-14.6716907916982,-20.238717116544,-9.10466446685242,3.38451168762265
D04,Inf,7,,,,,-656.70513301983,-671.738790055871,-641.671475983788,9.13981450367971,-6.8867287764592,-13.4777440156376,-0.295713537280834,4.00705274389307
D05,0,7,,,,,-639.907965369795,-659.262044687761,-620.55388605183,11.7664447467195,-4.51415330924694,-8.29268722809483,-0.735619390399044,2.29718551057393
D05,1,7,A22,TRUE,2,0.848126232741617,-648.200487347996,-667.813681222748,-628.587293473243,11.9239752117658,-12.806675287447,-16.0322397724554,-9.58111080243848,1.96100396543287
D05,2,7,D33,TRUE,2,0.962524654832347,-641.513096313405,-660.983127330869,-622.043065295941,11.8369383746011,-6.11928425285638,-8.87529369102044,-3.36327481469233,1.67553476674515
D05,3,7,A13,TRUE,3,1,-636.379501967665,-655.832137136172,-616.926866799159,11.8263624493808,-0.985689907116771,-3.54416189797323,1.57278208373968,1.55544052609609
D05,4,7,A23,TRUE,1,0.796844181459566,-638.646628278059,-658.12246255974,-619.170793996378,11.8404665087294,-3.25281621751043,-5.63549330913579,-0.870139125885076,1.4485648160933
D05,5,7,F15,TRUE,2,0.980276134122288,-636.873179677944,-656.371505507243,-617.374853848645,11.8541403987639,-1.47936761739568,-3.6285758360505,0.669840601259145,1.30662581973212
D05,6,7,A35,TRUE,1,0.907297830374753,-637.372753146853,-656.843154772973,-617.902351520733,11.8371636886658,-1.97894108630425,-3.955435917387,-0.00244625522151098,1.20162353579505
D05,7,7,F21,TRUE,1,0.980276134122288,-635.411672986101,-654.931475818932,-615.891870153271,11.8671974897899,-0.0178609255527817,-1.87806248661541,1.84234063550984,1.13092224778096
D05,8,7,A24,FALSE,0,0.759368836291913,-638.282349777613,-657.782033293509,-618.782666261718,11.8549658136059,-2.88853771706461,-4.58115246678821,-1.19592296734101,1.02903670088909
D05,9,7,C08,FALSE,0,0.487179487179487,-639.096664480682,-658.558102803348,-619.635226158017,11.831714387094,-3.70285242013381,-5.30980386528137,-2.09590097498626,0.976957109627945
D05,10,7,A03,FALSE,0,0.617357001972387,-637.261050464569,-656.788741101133,-617.733359828006,11.8719929339582,-1.86723840402079,-3.3973670409872,-0.337109767054385,0.93025215854757
D05,11,7,A33,FALSE,0,0.974358974358974,-636.013957323047,-655.570975416714,-616.456939229379,11.8898227618675,-0.620145262498062,-2.0501079527408,0.809817427744676,0.869355586912005
D05,12,7,F12,FALSE,0,0.218934911242604,-637.324383607496,-656.86262830695,-617.786138908042,11.8784093485969,-1.93057154694739,-3.26852892471718,-0.592614169177607,0.813420328621896
D05,13,7,A37,FALSE,1,0.765285996055227,-638.08329220155,-657.64700875092,-618.51957565218,11.893895133775,-2.68948014100154,-3.95569992528372,-1.42326035671937,0.769806968556194
D05,14,7,B40,FALSE,1,0.252465483234714,-638.197660645042,-657.797121308641,-618.598199981442,11.9156260122214,-2.8038485844931,-3.99626252886325,-1.61143464012294,0.724936203946697
D05,15,7,D34,FALSE,1,0.642998027613412,-638.765093360635,-658.404175393467,-619.126011327803,11.939714094336,-3.37128130008637,-4.50360724160842,-2.23895535856432,0.688405292099257
D05,16,7,A30,FALSE,0,0.727810650887574,-638.989679953913,-658.64447113635,-619.334888771476,11.9492645791617,-3.59586789336416,-4.70398242617499,-2.48775336055334,0.673685800763059
D05,17,7,B06,FALSE,0,0.917159763313609,-640.511528251721,-660.188439958105,-620.834616545337,11.9627129028211,-5.11771619117249,-6.12725521167568,-4.10817717066931,0.613756144596426
D05,18,7,C07,FALSE,0,0.497041420118343,-641.539693068346,-661.122472039154,-621.956914097539,11.9054842631208,-6.14588100779786,-7.03034660226198,-5.26141541333374,0.537716900745366
D05,19,7,E10,FALSE,0,0.775147928994083,-641.36438960479,-660.845763071829,-621.883016137751,11.8438340943111,-5.9705775442411,-6.69075055127883,-5.25040453720338,0.437834099787025
D05,20,7,F01,FALSE,0,0.70414201183432,-640.157166504191,-659.628765085655,-620.685567922727,11.8378913858444,-4.76335444364254,-5.32653972381928,-4.2001691634658,0.342392338715593
D05,21,7,B15,FALSE,0,0.723865877712032,-637.81207268475,-657.337518085978,-618.286627283521,11.8706279277972,-2.41826062420116,-2.87943398824968,-1.95708726015264,0.280373497369032
D05,22,7,A29,FALSE,1,0.958579881656805,-635.415327244715,-654.985666781346,-615.844987708085,11.8979216241276,-0.0215151841666508,-0.336479479112385,0.293449110779083,0.191484694920532
D05,23,7,B03,FALSE,0,0.871794871794872,-635.393812060549,-655.008618759453,-615.779005361644,11.9249557392277,0,0,0,0
D05,24,7,A32,FALSE,0,0.402366863905325,-636.969688198511,-656.573100631186,-617.366275765836,11.918028517229,-1.57587613796222,-1.93720333559258,-1.21454894033186,0.21967133835491
D05,25,7,A42,FALSE,0,0.658777120315582,-637.472357533194,-657.060867098169,-617.88384796822,11.9089682169953,-2.07854547264585,-2.55384951112601,-1.60324143416568,0.288964337429271
D05,Inf,7,,,,,-636.372134263411,-655.943015294627,-616.801253232195,11.8982508294603,-0.978322202861988,-2.57537926954798,0.618734863824006,0.97094175464472
D06,0,1,,,,,-293.545580748728,-329.052064854044,-258.039096643412,21.5864095889933,-3.68697307751154,-6.88807004197529,-0.485876113047798,1.94612876915776
D06,1,1,A13,TRUE,3,1,-289.858607671216,-324.454370243993,-255.26284509844,21.032730211317,0,0,0,0
D06,2,1,A36,FALSE,1,0.974358974358974,-290.478735509094,-325.091379130605,-255.866091887582,21.0429931602254,-0.620127837877122,-1.82069386507629,0.580438189322046,0.729892318396906
D06,3,1,A03,FALSE,0,0.980276134122288,-290.682452254203,-325.36205426861,-256.002850239796,21.0837009726398,-0.823844582986951,-2.11980914856612,0.472119982592221,0.787890511559426
D06,4,1,B04,FALSE,0,0.792899408284024,-291.560334550092,-326.153919895217,-256.966749204967,21.0314065508916,-1.70172687887539,-3.38499834441972,-0.0184554133310515,1.02335638743982
D06,5,1,A30,FALSE,0,0.968441814595661,-290.381562497313,-324.937652985968,-255.825472008658,21.0086112967389,-0.522954826096645,-2.2664402040917,1.22053055189841,1.05996384689037
D06,6,1,E11,FALSE,0,0.790927021696253,-292.064058587391,-326.766298705901,-257.361818468881,21.0974639626908,-2.2054509161744,-4.10183731294829,-0.309064519400518,1.15292106586323
D06,7,1,D34,FALSE,1,0.57396449704142,-295.080958484501,-329.862000389918,-260.299916579084,21.145372047408,-5.22235081328442,-7.30209845661648,-3.14260316995237,1.26439678841613
D06,8,1,E12,FALSE,0,0.682445759368836,-296.469678735486,-331.419411375704,-261.519946095267,21.2479287321104,-6.61107106426915,-8.84312274558258,-4.37901938295573,1.35699106883465
D06,9,1,F19,FALSE,0,0.779092702169625,-295.593896251084,-330.498422832447,-260.689369669722,21.2204453997854,-5.73528857986781,-8.17277404832856,-3.29780311140705,1.48188594323638
D06,10,1,A23,FALSE,1,0.960552268244576,-294.107768785217,-329.008366666033,-259.2071709044,21.2180569194478,-4.24916111400013,-7.0507184411857,-1.44760378681455,1.70322591705495
D06,11,1,B38,FALSE,3,0.810650887573965,-292.418454654988,-326.9845569357,-257.852352374276,21.0146980341199,-2.55984698377145,-5.48342185467559,0.363727887132693,1.77740731637174
D06,12,1,B07,FALSE,1,0.93491124260355,-290.392209844701,-324.637149360459,-256.147270328942,20.8194449370106,-0.53360217348414,-3.54137644167364,2.47417209470536,1.82859691519423
D06,13,1,D32,FALSE,0,0.473372781065089,-291.192435323387,-325.461260228544,-256.923610418231,20.8339662226781,-1.33382765217105,-4.2881405474062,1.6204852430641,1.79609470826325
D06,14,1,B34,FALSE,1,0.532544378698225,-292.096869594565,-326.355000626484,-257.838738562645,20.827464809384,-2.23826192334821,-5.23177998039016,0.755256133693748,1.8199297542299
D06,15,1,F15,FALSE,2,0.145956607495069,-292.986122561262,-327.260383970363,-258.71186115216,20.8372713823933,-3.12751489004511,-6.14459514465278,-0.110434635437451,1.83425455321483
D06,16,1,A22,FALSE,2,0.850098619329389,-293.892805206217,-328.19253532741,-259.593075085023,20.8527552599094,-4.03419753500031,-7.00812301270736,-1.06027205729326,1.80801831176847
